Date,Index,Ratio
1996-01-03,621.320007,100.0
1996-01-04,617.700012,99.41737028275028
1996-01-05,616.710022,99.2580337107992
1996-01-08,618.460022,99.53969211231274
1996-01-09,609.450012,98.08955210418647
1996-01-10,598.47998,96.32395114551653
1996-01-11,602.690002,97.0015443265776
1996-01-12,601.809998,96.85990974374013
1996-01-15,599.820007,96.53962535283368
1996-01-16,608.440002,97.92699336012208
1996-01-17,606.369995,97.59383058141245
1996-01-18,608.23999,97.89480189714862
1996-01-19,611.830017,98.47260833498316
1996-01-22,613.400024,98.72529728468892
1996-01-23,612.789978,98.62711180971193
1996-01-24,619.960022,99.78111359932434
1996-01-25,617.030029,99.30953808799529
1996-01-26,621.619995,100.04828236603042
1996-01-29,624.219971,100.46674241410673
1996-01-30,630.150024,101.42117055631849
1996-01-31,636.02002,102.36593266503327
1996-02-01,638.460022,102.75864527246745
1996-02-02,635.840027,102.33696321322547
1996-02-05,641.429993,103.23665514926834
1996-02-06,646.330017,104.02530253625005
1996-02-07,649.929993,104.6047102423341
1996-02-08,656.070007,105.59293111576882
1996-02-09,656.369995,105.64121348179924
1996-02-12,661.450012,106.45883032058872
1996-02-13,660.51001,106.30753920016613
1996-02-14,655.580017,105.5140683728216
1996-02-15,651.320007,104.82842974023207
1996-02-16,647.97998,104.29086021689946
1996-02-20,640.650024,103.11112096539972
1996-02-21,648.099976,104.31017329206975
1996-02-22,658.859985,106.04197154076192
1996-02-23,659.080017,106.07738517584868
1996-02-26,650.460022,104.69001716856029
1996-02-27,647.23999,104.17176055945032
1996-02-28,644.75,103.77100250048764
1996-02-29,640.429993,103.0757074912606
1996-03-01,644.369995,103.70984158570641
1996-03-04,650.809998,104.7463449861192
1996-03-05,655.789978,105.54786110404457
1996-03-06,652.0,104.93787302104373
1996-03-07,653.650024,105.20344051950028
1996-03-08,633.5,101.96034134790061
1996-03-11,640.02002,103.00972329706421
1996-03-12,637.090027,102.53814778573515
1996-03-13,638.549988,102.77312508946778
1996-03-14,640.869995,103.14652478267934
1996-03-15,641.429993,103.23665514926834
1996-03-18,652.650024,105.04249286149255
1996-03-19,651.690002,104.88797956895665
1996-03-20,649.97998,104.61275553291493
1996-03-21,649.190002,104.4856104239373
1996-03-22,650.619995,104.71576444825476
1996-03-25,650.039978,104.62241207050009
1996-03-26,652.969971,105.09398758182914
1996-03-27,648.909973,104.44054041221305
1996-03-28,648.940002,104.44537350943537
1996-03-29,645.5,103.89171324399344
1996-04-01,653.72998,105.21630925044394
1996-04-02,655.26001,105.46256399562552
1996-04-03,655.880005,105.56235073885202
1996-04-04,655.859985,105.55912856673872
1996-04-08,644.23999,103.68891758542712
1996-04-09,642.190002,103.35897681788316
1996-04-10,633.5,101.96034134790061
1996-04-11,631.179993,101.58694165468906
1996-04-12,636.710022,102.47698687095391
1996-04-15,642.48999,103.40725918391358
1996-04-16,645.0,103.81123941498957
1996-04-17,641.609985,103.26562444012849
1996-04-18,643.609985,103.58751975614396
1996-04-19,645.070007,103.82250687768372
1996-04-22,647.890015,104.27638056084679
1996-04-23,651.580017,104.87027774079066
1996-04-24,650.169983,104.64333607077938
1996-04-25,652.869995,105.07789667877216
1996-04-26,653.460022,105.17286014258349
1996-04-29,654.159973,105.28551561675367
